"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2006","Switzerland","Pupils at ISCED level 1 (1 000)","517.1",""
"2006","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","366.3","d"
"2006","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","8.6","d"
"2006","North Macedonia","Pupils at ISCED level 0 (1 000)","34.4",""
"2006","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","26.2","d"
"2006","North Macedonia","Pupils at ISCED level 1 (1 000)","105.2",""
"2006","Albania","Pupils and students (ISCED levels 1-6) (1 000)","705.5","d"
"2006","Albania","Pupils at ISCED level 0 - as % of all pupils and students","10.0","d"
"2006","Albania","Pupils at ISCED level 0 (1 000)","78.5",""
"2006","Albania","Pupils at ISCED level 1 - as % of all pupils and students","28.8","d"
"2006","Albania","Pupils at ISCED level 1 (1 000)","225.5",""
"2006","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","16,275.1",""
"2006","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","3.3",""
"2006","Turkey","Pupils at ISCED level 0 (1 000)","550.1",""
"2006","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","63.4",""
"2006","Turkey","Pupils at ISCED level 1 (1 000)","10,673.9",""
"2007","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,417.7",""
"2007","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2007","Belgium","Pupils at ISCED level 0 (1 000)","412.0",""
"2007","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.9",""
"2007","Belgium","Pupils at ISCED level 1 (1 000)","732.4",""
"2007","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,037.3",""
"2007","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2007","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","176.7",""
"2007","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.2",""
"2007","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","318.5",""
"2007","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,380.4",""
"2007","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2007","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","235.3",""
"2007","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.6",""
"2007","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","414.0",""
"2007","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,175.2",""
"2007","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","15.0",""
"2007","Bulgaria","Pupils at ISCED level 0 (1 000)","206.7",""
"2007","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.4",""
"2007","Bulgaria","Pupils at ISCED level 1 (1 000)","267.6",""
"2007","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,855.6",""
"2007","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","13.4",""
"2007","Czechia","Pupils at ISCED level 0 (1 000)","287.4",""
"2007","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","21.6",""
"2007","Czechia","Pupils at ISCED level 1 (1 000)","462.8",""
"2007","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,154.5",""
"2007","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","17.9",""
"2007","Denmark","Pupils at ISCED level 0 (1 000)","252.1",""
"2007","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","29.6",""
"2007","Denmark","Pupils at ISCED level 1 (1 000)","415.8",""
"2007","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","14,250.6","d"
"2007","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.5","d"
"2007","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,420.1",""
"2007","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","19.9","d"
"2007","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,311.3",""
"2007","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","268.4",""
"2007","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","15.0",""
"2007","Estonia","Pupils at ISCED level 0 (1 000)","47.4",""
"2007","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.1",""
"2007","Estonia","Pupils at ISCED level 1 (1 000)","76.0",""
"2007","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,054.3",""
"2007","Ireland","Pupils at ISCED level 0 - as % of all pupils and students",":","u"
"2007","Ireland","Pupils at ISCED level 0 (1 000)",":","u"
"2007","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","45.1",""
"2007","Ireland","Pupils at ISCED level 1 (1 000)","475.8",""
"2007","Greece","Pupils and students (ISCED levels 1-6) (1 000)","1,964.4",""
"2007","Greece","Pupils at ISCED level 0 - as % of all pupils and students","6.8",""
"2007","Greece","Pupils at ISCED level 0 (1 000)","142.7",""
"2007","Greece","Pupils at ISCED level 1 - as % of all pupils and students","30.3",""
"2007","Greece","Pupils at ISCED level 1 (1 000)","639.1",""
"2007","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,555.7",""
"2007","Spain","Pupils at ISCED level 0 - as % of all pupils and students","17.1",""
"2007","Spain","Pupils at ISCED level 0 (1 000)","1,559.7",""
"2007","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.6",""
"2007","Spain","Pupils at ISCED level 1 (1 000)","2,698.1",""
"2007","France","Pupils and students (ISCED levels 1-6) (1 000)","12,296.0",""
"2007","France","Pupils at ISCED level 0 - as % of all pupils and students","17.4",""
"2007","France","Pupils at ISCED level 0 (1 000)","2,594.1",""
"2007","France","Pupils at ISCED level 1 - as % of all pupils and students","27.6",""
"2007","France","Pupils at ISCED level 1 (1 000)","4,105.6",""
"2007","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","728.1",""
"2007","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","11.1",""
"2007","Croatia","Pupils at ISCED level 0 (1 000)","90.9",""
"2007","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","23.3",""
"2007","Croatia","Pupils at ISCED level 1 (1 000)","190.7",""
"2007","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,500.2",""
"2007","Italy","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2007","Italy","Pupils at ISCED level 0 (1 000)","1,652.7",""
"2007","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.5",""
"2007","Italy","Pupils at ISCED level 1 (1 000)","2,849.1",""
"2007","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","145.8",""
"2007","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2007","Cyprus","Pupils at ISCED level 0 (1 000)","19.5",""
"2007","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","35.0",""
"2007","Cyprus","Pupils at ISCED level 1 (1 000)","57.8",""
"2007","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","449.8",""
"2007","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2007","Latvia","Pupils at ISCED level 0 (1 000)","67.1",""
"2007","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","23.5","d"
"2007","Latvia","Pupils at ISCED level 1 (1 000)","121.3","d"
"2007","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","759.7",""
"2007","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","10.3",""
"2007","Lithuania","Pupils at ISCED level 0 (1 000)","86.8",""
"2007","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","17.0",""
"2007","Lithuania","Pupils at ISCED level 1 (1 000)","143.8",""
"2007","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","75.8",""
"2007","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2007","Luxembourg","Pupils at ISCED level 0 (1 000)","14.6",""
"2007","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","39.4",""
"2007","Luxembourg","Pupils at ISCED level 1 (1 000)","35.7",""
"2007","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,916.1",""
"2007","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2007","Hungary","Pupils at ISCED level 0 (1 000)","327.6",""
"2007","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","17.8",""
"2007","Hungary","Pupils at ISCED level 1 (1 000)","399.5",""
"2007","Malta","Pupils and students (ISCED levels 1-6) (1 000)","74.8",""
"2007","Malta","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2007","Malta","Pupils at ISCED level 0 (1 000)","8.4",""
"2007","Malta","Pupils at ISCED level 1 - as % of all pupils and students","33.4",""
"2007","Malta","Pupils at ISCED level 1 (1 000)","27.8",""
"2007","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,345.5",""
"2007","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","10.7",""
"2007","Netherlands","Pupils at ISCED level 0 (1 000)","401.1",""
"2007","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","34.2",""
"2007","Netherlands","Pupils at ISCED level 1 (1 000)","1,280.6",""
"2007","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,457.3",""
"2007","Austria","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2007","Austria","Pupils at ISCED level 0 (1 000)","218.7",""
"2007","Austria","Pupils at ISCED level 1 - as % of all pupils and students","20.7",""
"2007","Austria","Pupils at ISCED level 1 (1 000)","347.2",""
"2007","Poland","Pupils and students (ISCED levels 1-6) (1 000)","8,416.3",""
"2007","Poland","Pupils at ISCED level 0 - as % of all pupils and students","9.3",""
"2007","Poland","Pupils at ISCED level 0 (1 000)","862.7",""
"2007","Poland","Pupils at ISCED level 1 - as % of all pupils and students","26.8",""
"2007","Poland","Pupils at ISCED level 1 (1 000)","2,484.9",""
"2007","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","1,881.1",""
"2007","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","12.3",""
"2007","Portugal","Pupils at ISCED level 0 (1 000)","263.9",""
"2007","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","35.3",""
"2007","Portugal","Pupils at ISCED level 1 (1 000)","756.6",""
"2007","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,839.4",""
"2007","Romania","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2007","Romania","Pupils at ISCED level 0 (1 000)","648.9",""
"2007","Romania","Pupils at ISCED level 1 - as % of all pupils and students","20.5",""
"2007","Romania","Pupils at ISCED level 1 (1 000)","919.4",""
"2007","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","394.8",""
"2007","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","9.9",""
"2007","Slovenia","Pupils at ISCED level 0 (1 000)","43.2",""
"2007","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","21.8",""
"2007","Slovenia","Pupils at ISCED level 1 (1 000)","95.4",""
"2007","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,079.4",""
"2007","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2007","Slovakia","Pupils at ISCED level 0 (1 000)","143.7",""
"2007","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","18.8",""
"2007","Slovakia","Pupils at ISCED level 1 (1 000)","230.5",""
"2007","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,251.3",""
"2007","Finland","Pupils at ISCED level 0 - as % of all pupils and students","10.3",""
"2007","Finland","Pupils at ISCED level 0 (1 000)","143.3",""
"2007","Finland","Pupils at ISCED level 1 - as % of all pupils and students","26.2",""
"2007","Finland","Pupils at ISCED level 1 (1 000)","364.9",""
"2007","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,060.6",""
"2007","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2007","Sweden","Pupils at ISCED level 0 (1 000)","358.0",""
"2007","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","28.0",""
"2007","Sweden","Pupils at ISCED level 1 (1 000)","677.4",""
"2007","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","12,606.9",""
"2007","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","7.4",""
"2007","United Kingdom","Pupils at ISCED level 0 (1 000)","1,004.7",""
"2007","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","32.4",""
"2007","United Kingdom","Pupils at ISCED level 1 (1 000)","4,409.2",""
"2007","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","85.0",""
"2007","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.3",""
"2007","Iceland","Pupils at ISCED level 0 (1 000)","11.9",""
"2007","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","31.0",""
"2007","Iceland","Pupils at ISCED level 1 (1 000)","30.1",""
"2007","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.3",""
"2007","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","11.1",""
"2007","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.8",""
"2007","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","31.6",""
"2007","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.2",""
"2007","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,078.9",""
"2007","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2007","Norway","Pupils at ISCED level 0 (1 000)","161.4",""
"2007","Norway","Pupils at ISCED level 1 - as % of all pupils and students","34.7",""
"2007","Norway","Pupils at ISCED level 1 (1 000)","430.7",""
"2007","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,349.8",""
"2007","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","10.2",""
"2007","Switzerland","Pupils at ISCED level 0 (1 000)","153.2",""
"2007","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","34.0",""
"2007","Switzerland","Pupils at ISCED level 1 (1 000)","510.8",""
"2007","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","368.5",""
"2007","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","9.1",""
"2007","North Macedonia","Pupils at ISCED level 0 (1 000)","37.1",""
"2007","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","24.9",""
"2007","North Macedonia","Pupils at ISCED level 1 (1 000)","101.0",""
"2007","Albania","Pupils and students (ISCED levels 1-6) (1 000)","706.7","d"
"2007","Albania","Pupils at ISCED level 0 - as % of all pupils and students","9.7","d"
"2007","Albania","Pupils at ISCED level 0 (1 000)","75.8",""
"2007","Albania","Pupils at ISCED level 1 - as % of all pupils and students","34.4","d"
"2007","Albania","Pupils at ISCED level 1 (1 000)","269.5",""
"2007","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","16,687.3",""
"2007","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","3.7",""
"2007","Turkey","Pupils at ISCED level 0 (1 000)","640.8",""
"2007","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","62.6",""
"2007","Turkey","Pupils at ISCED level 1 (1 000)","10,846.9",""
"2008","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,427.7",""
"2008","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2008","Belgium","Pupils at ISCED level 0 (1 000)","416.9",""
"2008","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.8",""
"2008","Belgium","Pupils at ISCED level 1 (1 000)","733.1",""
"2008","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,035.6",""
"2008","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2008","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","177.4",""
"2008","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.5",""
"2008","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","321.4",""
"2008","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,392.1",""
"2008","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2008","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","239.5",""
"2008","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.2",""
"2008","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","411.7",""
"2008","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,141.8",""
"2008","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","15.4",""
"2008","Bulgaria","Pupils at ISCED level 0 (1 000)","207.7",""
"2008","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.5",""
"2008","Bulgaria","Pupils at ISCED level 1 (1 000)","262.7",""
"2008","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,855.4",""
"2008","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","13.7",""
"2008","Czechia","Pupils at ISCED level 0 (1 000)","293.4",""
"2008","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","21.4",""
"2008","Czechia","Pupils at ISCED level 1 (1 000)","459.9",""
"2008","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,151.6",""
"2008","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","17.9",""
"2008","Denmark","Pupils at ISCED level 0 (1 000)","250.9",""
"2008","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","29.3",""
"2008","Denmark","Pupils at ISCED level 1 (1 000)","410.4",""
"2008","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","14,065.4","d"
"2008","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.6","d"
"2008","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,410.1",""
"2008","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","19.6","d"
"2008","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,236.2",""
"2008","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","257.5",""
"2008","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","16.0",""
"2008","Estonia","Pupils at ISCED level 0 (1 000)","49.0",""
"2008","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.3",""
"2008","Estonia","Pupils at ISCED level 1 (1 000)","74.6",""
"2008","Ireland","Pupils and students (ISCED levels 1-6) (1 000)","1,053.4",""
"2008","Ireland","Pupils at ISCED level 0 - as % of all pupils and students",":","u"
"2008","Ireland","Pupils at ISCED level 0 (1 000)",":","u"
"2008","Ireland","Pupils at ISCED level 1 - as % of all pupils and students","46.2",""
"2008","Ireland","Pupils at ISCED level 1 (1 000)","486.9",""
"2008","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,008.7",""
"2008","Greece","Pupils at ISCED level 0 - as % of all pupils and students","6.9",""
"2008","Greece","Pupils at ISCED level 0 (1 000)","148.9",""
"2008","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.5",""
"2008","Greece","Pupils at ISCED level 1 (1 000)","637.3",""
"2008","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,615.3",""
"2008","Spain","Pupils at ISCED level 0 - as % of all pupils and students","17.8",""
"2008","Spain","Pupils at ISCED level 0 (1 000)","1,645.4",""
"2008","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.9",""
"2008","Spain","Pupils at ISCED level 1 (1 000)","2,765.0",""
"2008","France","Pupils and students (ISCED levels 1-6) (1 000)","12,264.6",""
"2008","France","Pupils at ISCED level 0 - as % of all pupils and students","17.3",""
"2008","France","Pupils at ISCED level 0 (1 000)","2,570.0",""
"2008","France","Pupils at ISCED level 1 - as % of all pupils and students","27.9",""
"2008","France","Pupils at ISCED level 1 (1 000)","4,139.3",""
"2008","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","722.0",""
"2008","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","11.4",""
"2008","Croatia","Pupils at ISCED level 0 (1 000)","93.3",""
"2008","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","22.4",""
"2008","Croatia","Pupils at ISCED level 1 (1 000)","182.3",""
"2008","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,510.4",""
"2008","Italy","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2008","Italy","Pupils at ISCED level 0 (1 000)","1,655.4",""
"2008","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.7",""
"2008","Italy","Pupils at ISCED level 1 (1 000)","2,865.6",""
"2008","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","148.4",""
"2008","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","12.1",""
"2008","Cyprus","Pupils at ISCED level 0 (1 000)","20.4",""
"2008","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","33.6",""
"2008","Cyprus","Pupils at ISCED level 1 (1 000)","56.8",""
"2008","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","430.6",""
"2008","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","13.7",""
"2008","Latvia","Pupils at ISCED level 0 (1 000)","68.5",""
"2008","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","23.5",""
"2008","Latvia","Pupils at ISCED level 1 (1 000)","117.1",""
"2008","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","738.0",""
"2008","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","10.6",""
"2008","Lithuania","Pupils at ISCED level 0 (1 000)","87.4",""
"2008","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","16.4",""
"2008","Lithuania","Pupils at ISCED level 1 (1 000)","135.8",""
"2008","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","77.2",""
"2008","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.1",""
"2008","Luxembourg","Pupils at ISCED level 0 (1 000)","14.8",""
"2008","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","38.7",""
"2008","Luxembourg","Pupils at ISCED level 1 (1 000)","35.6",""
"2008","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,873.0",""
"2008","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2008","Hungary","Pupils at ISCED level 0 (1 000)","324.0",""
"2008","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.0",""
"2008","Hungary","Pupils at ISCED level 1 (1 000)","394.6",""
"2008","Malta","Pupils and students (ISCED levels 1-6) (1 000)","74.0",""
"2008","Malta","Pupils at ISCED level 0 - as % of all pupils and students","10.2",""
"2008","Malta","Pupils at ISCED level 0 (1 000)","8.4",""
"2008","Malta","Pupils at ISCED level 1 - as % of all pupils and students","32.5",""
"2008","Malta","Pupils at ISCED level 1 (1 000)","26.8",""
"2008","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,379.7",""
"2008","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","10.5",""
"2008","Netherlands","Pupils at ISCED level 0 (1 000)","398.5",""
"2008","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","34.0",""
"2008","Netherlands","Pupils at ISCED level 1 (1 000)","1,285.5",""
"2008","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,467.8",""
"2008","Austria","Pupils at ISCED level 0 - as % of all pupils and students","13.3",""
"2008","Austria","Pupils at ISCED level 0 (1 000)","225.2",""
"2008","Austria","Pupils at ISCED level 1 - as % of all pupils and students","19.9",""
"2008","Austria","Pupils at ISCED level 1 (1 000)","337.4",""
"2008","Poland","Pupils and students (ISCED levels 1-6) (1 000)","8,168.4",""
"2008","Poland","Pupils at ISCED level 0 - as % of all pupils and students","9.6",""
"2008","Poland","Pupils at ISCED level 0 (1 000)","871.9",""
"2008","Poland","Pupils at ISCED level 1 - as % of all pupils and students","26.3",""
"2008","Poland","Pupils at ISCED level 1 (1 000)","2,375.3",""
"2008","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","2,108.6",""
"2008","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","11.2",""
"2008","Portugal","Pupils at ISCED level 0 (1 000)","266.2",""
"2008","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","32.5",""
"2008","Portugal","Pupils at ISCED level 1 (1 000)","772.9",""
"2008","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,903.5",""
"2008","Romania","Pupils at ISCED level 0 - as % of all pupils and students","14.3",""
"2008","Romania","Pupils at ISCED level 0 (1 000)","650.3",""
"2008","Romania","Pupils at ISCED level 1 - as % of all pupils and students","19.0",""
"2008","Romania","Pupils at ISCED level 1 (1 000)","865.2",""
"2008","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","387.9",""
"2008","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","10.4",""
"2008","Slovenia","Pupils at ISCED level 0 (1 000)","44.9",""
"2008","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","22.9",""
"2008","Slovenia","Pupils at ISCED level 1 (1 000)","99.3",""
"2008","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,059.4",""
"2008","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","11.9",""
"2008","Slovakia","Pupils at ISCED level 0 (1 000)","143.3",""
"2008","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","18.7",""
"2008","Slovakia","Pupils at ISCED level 1 (1 000)","224.8",""
"2008","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,251.3",""
"2008","Finland","Pupils at ISCED level 0 - as % of all pupils and students","10.5",""
"2008","Finland","Pupils at ISCED level 0 (1 000)","146.9",""
"2008","Finland","Pupils at ISCED level 1 - as % of all pupils and students","25.6",""
"2008","Finland","Pupils at ISCED level 1 (1 000)","357.4",""
"2008","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,022.8",""
"2008","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","15.6",""
"2008","Sweden","Pupils at ISCED level 0 (1 000)","372.8",""
"2008","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","27.9",""
"2008","Sweden","Pupils at ISCED level 1 (1 000)","668.2",""
"2008","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","12,670.5",""
"2008","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","8.0",""
"2008","United Kingdom","Pupils at ISCED level 0 (1 000)","1,108.1",""
"2008","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","32.4",""
"2008","United Kingdom","Pupils at ISCED level 1 (1 000)","4,465.0",""
"2008","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","86.6",""
"2008","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.4",""
"2008","Iceland","Pupils at ISCED level 0 (1 000)","12.2",""
"2008","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","30.3",""
"2008","Iceland","Pupils at ISCED level 1 (1 000)","29.9",""
"2008","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.3",""
"2008","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","10.5",""
"2008","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.7",""
"2008","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","30.7",""
"2008","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.2",""
"2008","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,077.5",""
